SKU,Product Title,Product Type,Vendor,Price,Discounted Price,Collection,Color,Tags,Size,Images,Description,Size & Fit,Made in,Composition,Tissue
241WCP34 JF04615,COTTON TRACKSUIT PANTS,Pantalone tuta,THE ATTICO,370.00,112.21,Spring Summer 24 Collection,Nero,"Pantalone tuta,Nero,Spring Summer 24 Collection",38,"http://specialshop.atelier98.net/public/foto/ss24---the%20attico%20pre---241wcp34jf04615.jpg,http://specialshop.atelier98.net/public/foto/ss24---the%20attico%20pre---241wcp34jf04615_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---the%20attico%20pre---241wcp34jf04615_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---the%20attico%20pre---241wcp34jf04615_3_p.jpg","Black, cotton, embossed logo on the front, high waist, elasticated waist on the back, two diagonal side pockets, tapered leg and elasticated ankle cuffs.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Portugal,Cotton 100%,COTTON
PINK VAR15,VELVET CARDIGAN,Cardigan,OBIDI,465.00,125.78,Fall Winter 23 Collection,Blu,"Cardigan,Blu,Fall Winter 23 Collection",UNI,"http://specialshop.atelier98.net/public/foto/fw23---obidi---pinkvar15.jpg,http://specialshop.atelier98.net/public/foto/fw23---obidi---pinkvar15_1_p.jpg","Blue jacket, wide sleeves, with belt, side openings.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,Italy,100% silk,VELVET
PAD223F637 D5778178,WIDE LEG WOOL TROUSERS,Pantalone,FABIANA FILIPPI,670.00,181.23,Fall Winter 23 Collection,Bianco,"Pantalone,Bianco,Fall Winter 23 Collection",44,"http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5778178.jpg,http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5778178_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5778178_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5778178_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5778178_4_p.jpg","Wool trousers with pleats by FABIANA FILIPPI. Model with light beige details, wool, pleats, high waist, side button and zip fastening, wide leg and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Outside: 100% Wool Lining: Polyester 82%, Elastane 18%",WOOL
S540Y04XHA 1100,CROPPED WALLET PANTS,Pantalone,LOEWE,780.00,326.07,Spring Summer 24 Collection,Nero,"Pantalone,Nero,Spring Summer 24 Collection","XS,M","http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y04xha1100.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y04xha1100_1_p.jpg","Soft trousers, cropped length, mid rise, loose leg, partially elasticated waistband and side zip fastening.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Cotton 100%,COTTON
OWEF099C99FAB001 1010,WOOL JACKET,Giacca,OFF-WHITE,"1.395,00","468,81",Spring Summer 24 Collection,Nero,"Giacca,Nero,Spring Summer 24 Collection","38,40,42","http://specialshop.atelier98.net/public/foto/ss24---off%20white---owef099c99fab0011010.jpg,http://specialshop.atelier98.net/public/foto/ss24---off%20white---owef099c99fab0011010_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---off%20white---owef099c99fab0011010_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---off%20white---owef099c99fab0011010_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---off%20white---owef099c99fab0011010_4_p.jpg","This blazer proves that Off-White's sartorial expertise extends beyond streetwear to tailoring. It's impeccably cut in Italy, from virgin wool to a sharp single-breasted silhouette and minimally decorated with the initials d",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Lining: Viscose 100% Outer: Virgin Wool 100%,WOOL
PINK VAR14,VELVET CARDIGAN,Cardigan,OBIDI,465.00,125.78,Fall Winter 23 Collection,Nero,"Cardigan,Nero,Fall Winter 23 Collection",UNI,"http://specialshop.atelier98.net/public/foto/fw23---obidi---pinkvar14.jpg,http://specialshop.atelier98.net/public/foto/fw23---obidi---pinkvar14_1_p.jpg","Black jacket, wide sleeves, with belt at the waist, short.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size UNI,Italy,100% silk,VELVET
PAD223F637 D5771250,WIDE LEG WOOL TROUSERS,Pantalone,FABIANA FILIPPI,670.00,280.08,Fall Winter 23 Collection,Marrone,"Pantalone,Marrone,Fall Winter 23 Collection",38,"http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5771250.jpg,http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5771250_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5771250_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5771250_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---fabiana%20filippi%20main---pad223f637d5771250_4_p.jpg","Wool trousers with pleats by FABIANA FILIPPI. Featuring light brown wool detail, pleats, high waist, side button and zip fastening, wide leg and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Outside: 100% Wool Lining: Polyester 82%, Elastane 18%",WOOL
J40BN0152 J45136100,ZIP-UP JACKET,Giubbino,JIL SANDER,"1.290,00","380,66",Spring Summer 24 Collection,Bianco,"Giubbino,Bianco,Spring Summer 24 Collection",XS,"http://specialshop.atelier98.net/public/foto/ss24---jil%20sander%20plus---j40bn0152j45136100.jpg,http://specialshop.atelier98.net/public/foto/ss24---jil%20sander%20plus---j40bn0152j45136100_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jil%20sander%20plus---j40bn0152j45136100_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jil%20sander%20plus---j40bn0152j45136100_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jil%20sander%20plus---j40bn0152j45136100_4_p.jpg","White, cotton, canvas, back logo patch, pleated details, stand collar, two-way zip front fastening, zip-up sweater, dropped shoulder sleeves, long sleeves, drawstring cuffs, two front cargo pockets, straight hem, unlined design.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,"Cotton 100%, Calf Leather 100%",COTTON
S540Y1DX02 8946,PLEATED DENIM SHIRT,Camicia,LOEWE,880.00,367.87,Spring Summer 24 Collection,Nero,"Camicia,Nero,Spring Summer 24 Collection","34,36,38","http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y1dx028946.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y1dx028946_1_p.jpg","Long-sleeved shirt, pointed collar and front button fastening.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Italy,Cotton 100%,COTTON
777596 V01G04680,COTTON POLO,Polo m/c,BOTTEGA VENETA,500.00,163.93,Spring Summer 24 Collection,Azzurro,"Polo m/c,Azzurro,Spring Summer 24 Collection",S,"http://specialshop.atelier98.net/public/foto/ss24---bottega%20veneta%20pre---777596v01g04680.jpg,http://specialshop.atelier98.net/public/foto/ss24---bottega%20veneta%20pre---777596v01g04680_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---bottega%20veneta%20pre---777596v01g04680_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---bottega%20veneta%20pre---777596v01g04680_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---bottega%20veneta%20pre---777596v01g04680_4_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---bottega%20veneta%20pre---777596v01g04680_5_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---bottega%20veneta%20pre---777596v01g04680_6_p.jpg","Light blue, cotton, piqué weave, polo collar, dropped shoulder, mid-length sleeves, straight hem, cropped, short front button placket.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Cotton 100%,COTTON
B8314 857862,WOOL CARDIGAN,Cardigan,BASE,340.00,103.11,Fall Winter 23 Collection,Marrone,"Cardigan,Marrone,Fall Winter 23 Collection",46,"http://specialshop.atelier98.net/public/foto/fw23---base---b8314857862.jpg,http://specialshop.atelier98.net/public/foto/fw23---base---b8314857862_1_p.jpg","Brown v-neck sweater, long sleeves, deep neckline, front button fastening, multi-pockets.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,wool 90% cashmere 10%,CASHMERE WOOL
S540Y11X70 1440,HIGH WAISTED DENIM JEANS,Jeans denim,LOEWE,880.00,367.87,Spring Summer 24 Collection,Grigio,"Jeans denim,Grigio,Spring Summer 24 Collection",34,"http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y11x701440.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y11x701440_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y11x701440_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y11x701440_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y11x701440_4_p.jpg","Medium grey, cotton, washed denim, faded effect, slightly distressed effect, skyscraper, belt loops, classic five pocket, rivet details, full length, logo patch on the back, wide leg, concealed button fly front fastening.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Italy,"Lining: Polyester 65%, Cotton 35%, Outer: Calf Leather 100%, Cotton 100%",COTTON
J04AM0001 J45063001,COTTON JACKET WITH LOGO,Giubbino,JIL SANDER,"1.460,00","550,49",Spring Summer 24 Collection,Nero,"Giubbino,Nero,Spring Summer 24 Collection",36,"http://specialshop.atelier98.net/public/foto/ss24---jil%20sander%20capsule---j04am0001j45063001.jpg,http://specialshop.atelier98.net/public/foto/ss24---jil%20sander%20capsule---j04am0001j45063001_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jil%20sander%20capsule---j04am0001j45063001_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---jil%20sander%20capsule---j04am0001j45063001_3_p.jpg","Black/white, cotton, logo print on the back, classic collar, front press stud fastening, long sleeves, elasticated cuffs, two front patch pockets and drawstring hem.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 34 (GER),Italy,Cotton 100%,COTTON
1A00063 595ZZGLYGOS50B,GLYGOS DOWN VEST,Gilet piumino,MONCLER,990.00,454.43,Spring Summer 24 Collection,Rosa,"Gilet piumino,Rosa,Spring Summer 24 Collection",0,"http://specialshop.atelier98.net/public/foto/ss24---moncler%20pre---1a00063595zzglygos50b.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20pre---1a00063595zzglygos50b_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20pre---1a00063595zzglygos50b_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---moncler%20pre---1a00063595zzglygos50b_3_p.jpg","Padded vest, hood, funnel neck, sleeveless, chest pocket with press stud, front zip pockets, double slider zip front fastening.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Italy,Polyamide 100% Lining: Feather Down 100%,NYLON
B8315 857866,CREW NECK SWEATER IN WOOL AND CASHMERE MIX,Maglia g.collo,BASE,250.00,75.82,Fall Winter 23 Collection,Arancio,"Maglia g.collo,Arancio,Fall Winter 23 Collection",40,"http://specialshop.atelier98.net/public/foto/fw23---base---b8315857866.jpg,http://specialshop.atelier98.net/public/foto/fw23---base---b8315857866_1_p.jpg","Orange crew neck sweater, long sleeves, ribbed sleeves and waistband.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,wool 90% cashmere 10%,CASHMERE WOOL
S540Y23X36 8823,COTTON POLO,Polo m/c,LOEWE,580.00,242.46,Spring Summer 24 Collection,Blu,"Polo m/c,Blu,Spring Summer 24 Collection","S,THE","http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x368823.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x368823_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x368823_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x368823_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x368823_4_p.jpg","Slim fit, regular length, airbrushed and hand washed shadow effect, polo collar, loewe engraved mother of pearl buttons, anagram embroidery on the back yoke.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Cotton 95% Elastane 5%,COTTON
242WRT1746FB0045 167,DENIM SHIRT,Camicia,TOTEME,520.00,179.02,Spring Summer 24 Collection,Blu,"Camicia,Blu,Spring Summer 24 Collection",38,"http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrt1746fb0045167.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrt1746fb0045167_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrt1746fb0045167_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrt1746fb0045167_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrt1746fb0045167_4_p.jpg","Cerulean blue, cotton, washed denim, contrast stitching, collarless, crew neck, long sleeves with buttoned cuffs, curved hem, box pleat detail at the back, short button front fastening.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Italy,Cotton 100%,ORGANIC COTTON
779611 Y36SW7290,COTTON SWEATSHIRT WITH LOGO,Felpa c/cappuccio,SAINT LAURENT,890.00,379.34,Spring Summer 24 Collection,Giallo,"Felpa c/cappuccio,Giallo,Spring Summer 24 Collection","S,M","http://specialshop.atelier98.net/public/foto/ss24---saint%20laurent%20pre---779611y36sw7290.jpg,http://specialshop.atelier98.net/public/foto/ss24---saint%20laurent%20pre---779611y36sw7290_1_p.jpg","Yellow cotton jersey logo print on the front, drawstring hood, long sleeves, ribbed cuffs and hem, straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Cotton 100%,COTTON
JLN008 0511,HIGH NECK WOOL SWEATER,Maglia c.alto,JUNYA WATANABE,"1.010,00","314,59",Fall Winter 23 Collection,Nero,"Maglia c.alto,Nero,Fall Winter 23 Collection","S,M",,"Black sweater, combed effect, lived-in effect, high neck, long sleeves and straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Japan,Wool 75% Nylon 25%,WOOL
242WRO1583FB0102 125,LONG COTTON TRENCH,Trench,TOTEME,"1.150,00","461,89",Spring Summer 24 Collection,Beige,"Trench,Beige,Spring Summer 24 Collection",36,"http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wro1583fb0102125.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wro1583fb0102125_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wro1583fb0102125_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wro1583fb0102125_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wro1583fb0102125_4_p.jpg","Camel brown trench coat, organic cotton, twill fabric, tonal stitching, wide notched lapels, studded logo, epaulettes, long sleeves, belt loops, adjustable and removable waist belt, two side welt pockets, calf height, straight hem, centre back vent, unlined design and double-breasted front off-centre zip fastening.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Romania,Cotton 100%,COTTON
S540Y23X30 5700,RIBBED SLEEVELESS TOP WITH LOGO,Top,LOEWE,550.00,275.00,Spring Summer 24 Collection,Blu,"Top,Blu,Spring Summer 24 Collection","XS,M","http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x305700.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x305700_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x305700_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x305700_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y23x305700_4_p.jpg","Round neckline with motif, silk embroidered anagram, navy blue fine ribbed, straight hem sleeveless.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Silk 100%,SILK
DS01D1523 RIG09,COTTON ROMPER,Tuta,RICK OWENS DRKSHDW,745.00,250.37,Spring Summer 24 Collection,Nero,"Tuta,Nero,Spring Summer 24 Collection",M,"http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20drkshdw---ds01d1523rig09.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20drkshdw---ds01d1523rig09_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20drkshdw---ds01d1523rig09_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20drkshdw---ds01d1523rig09_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20drkshdw---ds01d1523rig09_4_p.jpg","Sleeveless jumpsuit, raw cut edges, elasticated waist, two side pockets, band detail and back zip fastening",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,Cotton 100%,COTTON
242WRD2197FB0115 132,LONG SILK DRESS,Abito lungo s/m,TOTEME,750.00,258.20,Spring Summer 24 Collection,Grigio,"Abito lungo s/m,Grigio,Spring Summer 24 Collection","34,36,38","http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrd2197fb0115132.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrd2197fb0115132_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrd2197fb0115132_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrd2197fb0115132_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---242wrd2197fb0115132_4_p.jpg","Silk, crepe de chine, halterneck, V-neck, sleeveless V-back, two side inset pockets, A-line, fully lined, hidden back zip fastening.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),China,Lining: Viscose 100% Outer: Silk 100%,SILK
S540Y05X94 2090,COTTON SHIRT,Camicia,LOEWE,850.00,355.33,Spring Summer 24 Collection,Bianco,"Camicia,Bianco,Spring Summer 24 Collection","34,36","http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y05x942090.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y05x942090_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y05x942090_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y05x942090_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---loewe%20main---s540y05x942090_4_p.jpg","Shirt with front ribbing, classic collar, French cuffs and front fastening with hidden buttons.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Italy,Cotton 100%,COTTON
RP01D2719 FK09,CROPPED BOMBER,Bomber,RICK OWENS,"1.675,00","631,56",Spring Summer 24 Collection,Nero,"Bomber,Nero,Spring Summer 24 Collection",40,"http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20pre---rp01d2719fk09.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20pre---rp01d2719fk09_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20pre---rp01d2719fk09_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20pre---rp01d2719fk09_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20pre---rp01d2719fk09_4_p.jpg","Bomber crop, padded with ribbed collar, long sleeves with dropped shoulders, zip pocket on the sleeve and zip fastening",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,Polyester 100%,POLYESTER
79282 7005,HIGH NECK CUT-OUT BODYSUIT,Body,WOLFORD,225.00,90.37,Fall Winter 23 Collection,Nero,"Body,Nero,Fall Winter 23 Collection",THE,"http://specialshop.atelier98.net/public/foto/fw23---wolford---792827005.jpg,http://specialshop.atelier98.net/public/foto/fw23---wolford---792827005_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---wolford---792827005_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---wolford---792827005_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---wolford---792827005_4_p.jpg","Black, high neck, cut-out detail, sleeveless, fitted design and stretch design.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Croatia,100% fabric,STRETCH
241WRT1053FB0094 001,ORGANIC COTTON TOP,Top,TOTEME,110.00,37.87,Spring Summer 24 Collection,Nero,"Top,Nero,Spring Summer 24 Collection",M,"http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---241wrt1053fb0094001.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---241wrt1053fb0094001_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---241wrt1053fb0094001_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---241wrt1053fb0094001_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---241wrt1053fb0094001_4_p.jpg","Black, organic stretch cotton, scoop neck, sleeveless, ribbed hem, unlined design.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Portugal,"Organic cotton 95%, Elastane 5%",ORGANIC COTTON
RO01D2591 HSCF78,LONG MERMAID DRESS IN DENIM,Abito lungo m/l,RICK OWENS,"1.475,00","556,15",Spring Summer 24 Collection,Grigio scuro,"Abito lungo m/l,Grigio scuro,Spring Summer 24 Collection",40,"http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20main---ro01d2591hscf78.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20main---ro01d2591hscf78_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20main---ro01d2591hscf78_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20main---ro01d2591hscf78_3_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---rick%20owens%20main---ro01d2591hscf78_4_p.jpg","Gunmetal grey, cotton blend, washed denim, coated finish, godet design, frayed hem, crew neck, concealed hook and zip back fastening, long sleeves with zip cuffs, fitted waist, fishtail train, floor length, unlined.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),Italy,"Cotton 85%, Polyester 10%, Elastane 5%",COTTON
52914 7005,CASHMERE RIBBED TURTLENECK SWEATER,Maglia c.alto,WOLFORD,350.00,140.57,Fall Winter 23 Collection,Nero,"Maglia c.alto,Nero,Fall Winter 23 Collection",M,"http://specialshop.atelier98.net/public/foto/fw23---wolford---529147005.jpg,http://specialshop.atelier98.net/public/foto/fw23---wolford---529147005_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---wolford---529147005_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---wolford---529147005_3_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---wolford---529147005_4_p.jpg","Black cashmere and virgin wool blend funnel neck sweater from WOLFORD with cut-out details, funnel neck and long sleeves.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Italy,"Virgin Wool 90%, Cashmere 10%",CASHMERE
BENEDICTE SAHARACRINCKLECAMEL/ECRU,BENEDICTE LONG SHEEPSKIN JACKET,Montone,ENES,"1.890,00","495,74",Fall Winter 23 Collection,Cammello,"Montone,Cammello,Fall Winter 23 Collection","36,38,40","http://specialshop.atelier98.net/public/foto/fw23---enes---benedictesaharacrincklecamel()ecru.jpg,http://specialshop.atelier98.net/public/foto/fw23---enes---benedictesaharacrincklecamel()ecru_1_p.jpg","Camel sheepskin, with button fastening, two slanted pockets, long, decorative buttons on the cuffs, v-neck.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Turkey,Leather 100%,SKIN
241WRO1050FB0103 047,ORGANIC COTTON JACKET,Giacca,TOTEME,540.00,216.89,Spring Summer 24 Collection,Bianco,"Giacca,Bianco,Spring Summer 24 Collection",XS,"http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---241wro1050fb0103047.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---241wro1050fb0103047_1_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---241wro1050fb0103047_2_p.jpg,http://specialshop.atelier98.net/public/foto/ss24---toteme%20main---241wro1050fb0103047_3_p.jpg","White, organic cotton, woven fabric, spread collar, front snap button fastening, dropped shoulder sleeves, long wide sleeves, two front flap pockets, straight hem.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size S,Lithuania,Organic Cotton 100%,COTTON
C30516 GINGHAM,COTTON TROUSERS,Pantalone,SARAHWEAR,180.00,57.54,Spring Summer 24 Collection,Nero,"Pantalone,Nero,Spring Summer 24 Collection","1,2,3","http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30516gingham.jpg,http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30516gingham_1_p.jpg","Tapered trousers, clean silhouette, organic cotton woven checked oxford fabric, durable and stretchy, slightly deep waist with tight pleat and elastic at the back.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Japan,Cotton 100%,COTTON
PAOLA DB008,PAOLA LONG COAT IN WOOL BLEND,Cappotto,PALTO',620.00,193.11,Fall Winter 23 Collection,Arancio,"Cappotto,Arancio,Fall Winter 23 Collection","40,42","http://specialshop.atelier98.net/public/foto/fw23---palto'---paoladb008.jpg,http://specialshop.atelier98.net/public/foto/fw23---palto'---paoladb008_2_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---palto'---paoladb008_3_p.jpg","Maxi belted felt coat by PALTÒ featuring pumpkin orange, wool blend, felt, classic lapels, belted waist, long raglan sleeves, two inset side pockets, central back vent and long length.",This item fits true to size. We suggest you take your size. The model is 1.75m tall and wears size 40 (IT),China,Wool 80% Nylon 20%,WOOL MIX
ALLEGRA SAHARABEIGE,ALLEGRA LONG LEATHER COAT,Cappotto,ENES,"1.980,00","519,34",Fall Winter 23 Collection,Beige,"Cappotto,Beige,Fall Winter 23 Collection","34,36","http://specialshop.atelier98.net/public/foto/fw23---enes---allegrasaharabeige.jpg,http://specialshop.atelier98.net/public/foto/fw23---enes---allegrasaharabeige_1_p.jpg,http://specialshop.atelier98.net/public/foto/fw23---enes---allegrasaharabeige_2_p.jpg","Beige coat, with press stud fastening, two hidden pockets, V-neck, long.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 36 (FR),Turkey,Leather 100%,SKIN
C30515 BEIGE,COTTON TROUSERS,Pantalone,SARAHWEAR,170.00,54.34,Spring Summer 24 Collection,Beige,"Pantalone,Beige,Spring Summer 24 Collection","1,2,3","http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30515beige.jpg,http://specialshop.atelier98.net/public/foto/ss24---sarahwear---c30515beige_1_p.jpg","Tapered trousers with a sturdy and durable weave, slightly deep waist, tight pleat at the waist and elastic at the back.",This item fits true to size. We suggest you take your size The model is 1.75m tall and wears size 1 (NUM),Japan,Cotton 100%,COTTON
